시군구별,행정동,비율,기울기,2023_출생아수,2023_동별_추정출생아수,연간_인구감소폭,2024_출생아수,2025_출생아수,2026_출생아수,2027_출생아수,2028_출생아수,2029_출생아수
성동구,금호1가동,0.06364922206506365,-164.53571428571422,1483.0,94,-10.472570216205291,84,73,63,53,42,32
성동구,금호2.3가동,0.09759547383309759,-164.53571428571422,1483.0,145,-16.057940998181444,129,113,97,81,64,48
성동구,금호4가동,0.06718528995756719,-164.53571428571422,1483.0,100,-11.05437967266114,89,78,66,55,44,33
성동구,마장동,0.06647807637906648,-164.53571428571422,1483.0,99,-10.93801778136997,88,77,66,55,44,33
성동구,사근동,0.016973125884016973,-164.53571428571422,1483.0,25,-2.792685390988077,22,20,17,14,11,8
성동구,성수1가제1동,0.05374823196605375,-164.53571428571422,1483.0,80,-8.843503738128913,71,62,53,44,35,27
성동구,성수1가제2동,0.04526166902404526,-164.53571428571422,1483.0,67,-7.447161042634873,60,52,45,37,30,22
성동구,성수2가제1동,0.04384724186704385,-164.53571428571422,1483.0,65,-7.2144372600525335,58,51,43,36,29,22
성동구,성수2가제3동,0.02616690240452617,-164.53571428571422,1483.0,39,-4.305389977773286,35,30,26,22,17,13
성동구,송정동,0.014144271570014143,-164.53571428571422,1483.0,21,-2.3272378258233974,19,16,14,12,9,7
성동구,옥수동,0.13366336633663367,-164.53571428571422,1483.0,198,-21.99239745403111,176,154,132,110,88,66
성동구,왕십리도선동,0.10608203677510608,-164.53571428571422,1483.0,157,-17.45428369367548,140,122,105,88,70,53
성동구,왕십리제2동,0.06294200848656294,-164.53571428571422,1483.0,93,-10.35620832491412,83,73,62,52,42,31
성동구,용답동,0.02545968882602546,-164.53571428571422,1483.0,38,-4.189028086482116,34,29,25,21,17,13
성동구,응봉동,0.04314002828854314,-164.53571428571422,1483.0,64,-7.0980753687613625,57,50,43,36,28,21
성동구,행당제1동,0.04314002828854314,-164.53571428571422,1483.0,64,-7.0980753687613625,57,50,43,36,28,21
성동구,행당제2동,0.09052333804809053,-164.53571428571422,1483.0,134,-14.894322085269746,119,104,90,75,60,45
성북구,길음제1동,0.07356002775850104,-134.00000000000003,1695.0,125,-9.857043719639142,115,105,95,85,75,66
성북구,길음제2동,0.08605135322692574,-134.00000000000003,1695.0,146,-11.530881332408052,134,123,111,100,88,77
성북구,돈암제1동,0.04371963913948647,-134.00000000000003,1695.0,74,-5.858431644691188,68,62,57,51,45,39
성북구,돈암제2동,0.04580152671755725,-134.00000000000003,1695.0,78,-6.137404580152673,71,65,59,53,47,41
성북구,동선동,0.020818875780707843,-134.00000000000003,1695.0,35,-2.7897293546148516,32,30,27,24,21,19
성북구,보문동,0.0527411519777932,-134.00000000000003,1695.0,89,-7.0673143650242904,82,75,68,61,54,47
성북구,삼선동,0.029840388619014575,-134.00000000000003,1695.0,51,-3.9986120749479537,47,43,39,35,31,27
성북구,석관동,0.08258154059680778,-134.00000000000003,1695.0,140,-11.065926439972245,129,118,107,96,85,74
성북구,성북동,0.029840388619014575,-134.00000000000003,1695.0,51,-3.9986120749479537,47,43,39,35,31,27
성북구,안암동,0.01734906315058987,-134.00000000000003,1695.0,29,-2.3247744621790427,27,25,22,20,18,15
성북구,월곡제1동,0.07494795281054822,-134.00000000000003,1695.0,127,-10.043025676613464,117,107,97,87,77,67
성북구,월곡제2동,0.041637751561415685,-134.00000000000003,1695.0,71,-5.579458709229703,65,59,54,48,43,37
성북구,장위제1동,0.056210964607911175,-134.00000000000003,1695.0,95,-7.532269257460099,88,80,73,65,58,50
성북구,장위제2동,0.028452463566967384,-134.00000000000003,1695.0,48,-3.8126301179736304,44,41,37,33,29,25
성북구,장위제3동,0.05135322692574601,-134.00000000000003,1695.0,87,-6.881332408049967,80,73,66,60,53,46
성북구,정릉제1동,0.04510756419153366,-134.00000000000003,1695.0,76,-6.044413601665512,70,64,58,52,46,40
성북구,정릉제2동,0.0520471894517696,-134.00000000000003,1695.0,88,-6.974323386537128,81,74,67,60,53,46
성북구,정릉제3동,0.031228313671061762,-134.00000000000003,1695.0,53,-4.184594031922277,49,45,40,36,32,28
성북구,정릉제4동,0.055517002081887576,-134.00000000000003,1695.0,94,-7.439278278972937,87,79,72,64,57,49
성북구,종암동,0.08119361554476058,-134.00000000000003,1695.0,138,-10.87994448299792,127,116,105,94,83,72
송파구,가락1동,0.07581746316924183,-340.89285714285705,2968.0,225,-25.845631641086182,199,173,147,122,96,70
송파구,가락2동,0.03880704275961193,-340.89285714285705,2968.0,115,-13.229043683589135,102,89,75,62,49,36
송파구,가락본동,0.04743083003952569,-340.89285714285705,2968.0,141,-16.168831168831165,125,108,92,76,60,44
송파구,거여1동,0.01329500538986705,-340.89285714285705,2968.0,39,-4.532172373081463,35,30,26,21,17,12
송파구,거여2동,0.049586776859504134,-340.89285714285705,2968.0,147,-16.903778040141674,130,113,96,80,63,46
송파구,마천1동,0.014732303269852677,-340.89285714285705,2968.0,44,-5.022136953955134,39,34,29,24,19,14
송파구,마천2동,0.01437297879985627,-340.89285714285705,2968.0,43,-4.899645808736716,38,33,28,23,18,13
송파구,문정1동,0.03772906934962271,-340.89285714285705,2968.0,112,-12.861570247933882,99,86,73,61,48,35
송파구,문정2동,0.04096298957959037,-340.89285714285705,2968.0,122,-13.963990554899642,108,94,80,66,52,38
송파구,방이1동,0.015810276679841896,-340.89285714285705,2968.0,47,-5.389610389610388,42,36,31,25,20,15
송파구,방이2동,0.034495149119655046,-340.89285714285705,2968.0,102,-11.759149940968118,91,79,67,55,44,32
송파구,삼전동,0.03880704275961193,-340.89285714285705,2968.0,115,-13.229043683589135,102,89,75,62,49,36
송파구,석촌동,0.044915558749550846,-340.89285714285705,2968.0,133,-15.311393152302239,118,103,87,72,57,41
송파구,송파1동,0.0477901545095221,-340.89285714285705,2968.0,142,-16.291322314049584,126,109,93,77,60,44
송파구,송파2동,0.0265900107797341,-340.89285714285705,2968.0,79,-9.064344746162925,70,61,52,43,34,25
송파구,오금동,0.04994610132950054,-340.89285714285705,2968.0,148,-17.02626918536009,131,114,97,80,63,46
송파구,오륜동,0.01437297879985627,-340.89285714285705,2968.0,43,-4.899645808736716,38,33,28,23,18,13
송파구,위례동,0.09198706431908013,-340.89285714285705,2968.0,273,-31.357733175914987,242,210,179,148,116,85
송파구,잠실2동,0.043478260869565216,-340.89285714285705,2968.0,129,-14.821428571428568,114,99,85,70,55,40
송파구,잠실3동,0.03988501616960115,-340.89285714285705,2968.0,118,-13.596517119244387,105,91,78,64,50,37
송파구,잠실4동,0.03233920229967661,-340.89285714285705,2968.0,96,-11.024203069657611,85,74,63,52,41,30
송파구,잠실6동,0.021918792669780814,-340.89285714285705,2968.0,65,-7.471959858323493,58,50,43,35,28,20
송파구,잠실7동,0.012935680919870643,-340.89285714285705,2968.0,38,-4.409681227863045,34,30,25,21,16,12
송파구,잠실본동,0.03305785123966942,-340.89285714285705,2968.0,98,-11.269185360094449,87,76,64,53,42,31
송파구,장지동,0.05892921307941071,-340.89285714285705,2968.0,175,-20.088547815820537,155,135,115,95,74,54
송파구,풍납1동,0.01437297879985627,-340.89285714285705,2968.0,43,-4.899645808736716,38,33,28,23,18,13
송파구,풍납2동,0.04563420768954366,-340.89285714285705,2968.0,135,-15.556375442739077,120,104,89,73,58,42
양천구,목1동,0.042994810971089696,-217.3571428571428,1449.0,62,-9.345229270358994,53,44,34,25,16,6
양천구,목2동,0.09191994069681246,-217.3571428571428,1449.0,133,-19.97945568145716,113,93,73,53,33,13
양천구,목3동,0.06078576723498888,-217.3571428571428,1449.0,88,-13.212220692576508,75,62,48,35,22,9
양천구,목4동,0.03187546330615271,-217.3571428571428,1449.0,46,-6.928359631473048,39,32,25,18,12,5
양천구,목5동,0.06671608598962195,-217.3571428571428,1449.0,97,-14.501217833315682,82,68,53,39,24,10
양천구,신월1동,0.0340993328391401,-217.3571428571428,1449.0,49,-7.411733559250236,42,35,27,20,12,5
양천구,신월2동,0.06523350630096368,-217.3571428571428,1449.0,95,-14.178968548130888,80,66,52,38,24,9
양천구,신월3동,0.03039288361749444,-217.3571428571428,1449.0,44,-6.606110346288254,37,31,24,18,11,4
양천구,신월4동,0.037064492216456635,-217.3571428571428,1449.0,54,-8.056232129619822,46,38,30,21,13,5
양천구,신월5동,0.02001482579688658,-217.3571428571428,1449.0,29,-4.3503653499947035,25,20,16,12,7,3
양천구,신월6동,0.06893995552260934,-217.3571428571428,1449.0,100,-14.98459176109287,85,70,55,40,25,10
양천구,신월7동,0.04225352112676056,-217.3571428571428,1449.0,61,-9.184104627766597,52,43,34,24,15,6
양천구,신정1동,0.03187546330615271,-217.3571428571428,1449.0,46,-6.928359631473048,39,32,25,18,12,5
양천구,신정2동,0.026686434395848776,-217.3571428571428,1449.0,39,-5.800487133326272,33,27,21,15,10,4
양천구,신정3동,0.15344699777613047,-217.3571428571428,1449.0,222,-33.35280101662607,189,156,122,89,56,22
양천구,신정4동,0.08080059303187546,-217.3571428571428,1449.0,117,-17.562586042571212,100,82,64,47,29,12
양천구,신정6동,0.04670126019273536,-217.3571428571428,1449.0,68,-10.150852483320975,58,47,37,27,17,7
양천구,신정7동,0.0681986656782802,-217.3571428571428,1449.0,99,-14.823467118500472,84,69,54,40,25,10
영등포구,당산제1동,0.06498388829215897,-108.1785714285714,2163.0,141,-7.029864201319624,134,127,119,112,105,98
영등포구,당산제2동,0.09720730397422127,-108.1785714285714,2163.0,210,-10.515747276354148,200,189,179,168,158,147
영등포구,대림제1동,0.02900107411385607,-108.1785714285714,2163.0,63,-3.137294767531072,60,56,53,50,47,44
영등포구,대림제2동,0.01611170784103115,-108.1785714285714,2163.0,35,-1.7429415375172623,33,31,30,28,26,24
영등포구,대림제3동,0.05853920515574651,-108.1785714285714,2163.0,127,-6.332687586312719,120,114,108,101,95,89
영등포구,도림동,0.04296455424274973,-108.1785714285714,2163.0,93,-4.647844100046032,88,84,79,74,70,65
영등포구,문래동,0.12137486573576799,-108.1785714285714,2163.0,263,-13.130159582630041,249,236,223,210,197,184
영등포구,신길제1동,0.027926960257787327,-108.1785714285714,2163.0,60,-3.021098665029921,57,54,51,48,45,42
영등포구,신길제3동,0.0359828141783029,-108.1785714285714,2163.0,78,-3.892569433788552,74,70,66,62,58,54
영등포구,신길제4동,0.022556390977443608,-108.1785714285714,2163.0,49,-2.4401181525241666,46,44,41,39,37,34
영등포구,신길제5동,0.02040816326530612,-108.1785714285714,2163.0,44,-2.2077259475218654,42,40,38,35,33,31
영등포구,신길제6동,0.047261009667024706,-108.1785714285714,2163.0,102,-5.1126285100506355,97,92,87,82,77,72
영등포구,신길제7동,0.06283566058002148,-108.1785714285714,2163.0,136,-6.797471996317322,129,122,116,109,102,95
영등포구,양평제1동,0.06605800214822771,-108.1785714285714,2163.0,143,-7.146060303820775,136,129,121,114,107,100
영등포구,양평제2동,0.08485499462943072,-108.1785714285714,2163.0,184,-9.179492097590913,174,165,156,147,138,128
영등포구,여의동,0.08592910848549946,-108.1785714285714,2163.0,186,-9.295688200092064,177,167,158,149,139,130
영등포구,영등포동,0.059613319011815255,-108.1785714285714,2163.0,129,-6.44888368881387,122,116,110,103,97,90
영등포구,영등포본동,0.05639097744360902,-108.1785714285714,2163.0,122,-6.100295381310417,116,110,104,98,91,85
용산구,남영동,0.014823261117445839,-70.35714285714286,1012.0,15,-1.0429223000488679,14,13,12,11,10,9
용산구,보광동,0.019384264538198404,-70.35714285714286,1012.0,20,-1.3638214692946735,18,17,16,14,13,11
용산구,서빙고동,0.04218928164196123,-70.35714285714286,1012.0,43,-2.968317315523701,40,37,34,31,28,25
용산구,용문동,0.046750285062713795,-70.35714285714286,1012.0,47,-3.2892164847695065,44,41,37,34,31,28
용산구,용산2가동,0.021664766248574687,-70.35714285714286,1012.0,22,-1.5242710539175763,20,19,17,16,14,13
용산구,원효로제1동,0.1265678449258837,-70.35714285714286,1012.0,128,-8.904951946571103,119,110,101,92,84,75
용산구,원효로제2동,0.06727480045610035,-70.35714285714286,1012.0,68,-4.733262746375632,63,59,54,49,44,40
용산구,이촌제1동,0.1345496009122007,-70.35714285714286,1012.0,136,-9.466525492751265,127,117,108,98,89,79
용산구,이촌제2동,0.05701254275940707,-70.35714285714286,1012.0,58,-4.01123961557257,54,50,46,42,38,34
용산구,이태원제1동,0.019384264538198404,-70.35714285714286,1012.0,20,-1.3638214692946735,18,17,16,14,13,11
용산구,이태원제2동,0.03876852907639681,-70.35714285714286,1012.0,39,-2.727642938589347,37,34,31,28,26,23
용산구,청파동,0.05815279361459521,-70.35714285714286,1012.0,59,-4.09146440788402,55,51,47,42,38,34
용산구,한강로동,0.14481185860889395,-70.35714285714286,1012.0,147,-10.188548623554325,136,126,116,106,96,85
용산구,한남동,0.08551881413911061,-70.35714285714286,1012.0,87,-6.016859423358854,81,75,68,62,56,50
용산구,효창동,0.07867730900798175,-70.35714285714286,1012.0,80,-5.5355106694901455,74,69,63,57,52,46
용산구,후암동,0.04446978335233751,-70.35714285714286,1012.0,45,-3.1287669001466036,42,39,36,32,29,26
은평구,갈현제1동,0.0159846547314578,-183.53571428571425,1748.0,28,-2.9337550237486294,25,22,19,16,13,10
은평구,갈현제2동,0.03260869565217391,-183.53571428571425,1748.0,57,-5.9848602484472035,51,45,39,33,27,21
은평구,구산동,0.03964194373401535,-183.53571428571425,1748.0,69,-7.275712458896601,62,55,47,40,33,26
은평구,녹번동,0.100383631713555,-183.53571428571425,1748.0,175,-18.423981549141395,157,139,120,102,83,65
은평구,대조동,0.07033248081841433,-183.53571428571425,1748.0,123,-12.908522104493969,110,97,84,71,58,45
은평구,불광제1동,0.07289002557544758,-183.53571428571425,1748.0,127,-13.377922908293751,114,101,87,74,61,47
은평구,불광제2동,0.03964194373401535,-183.53571428571425,1748.0,69,-7.275712458896601,62,55,47,40,33,26
은평구,수색동,0.10997442455242967,-183.53571428571425,1748.0,192,-20.18423456339057,172,152,132,111,91,71
은평구,신사제1동,0.053069053708439895,-183.53571428571425,1748.0,93,-9.740066678845448,83,73,64,54,44,34
은평구,신사제2동,0.04731457800511509,-183.53571428571425,1748.0,83,-8.683914870295943,74,65,57,48,39,31
은평구,역촌동,0.06777493606138107,-183.53571428571425,1748.0,118,-12.439121300694188,106,94,81,69,56,44
은평구,응암제1동,0.0907928388746803,-183.53571428571425,1748.0,159,-16.663728534892215,142,125,109,92,75,59
은평구,응암제2동,0.09271099744245524,-183.53571428571425,1748.0,162,-17.01577913774205,145,128,111,94,77,60
은평구,응암제3동,0.04156010230179028,-183.53571428571425,1748.0,73,-7.627763061746436,65,57,50,42,35,27
은평구,증산동,0.03900255754475703,-183.53571428571425,1748.0,68,-7.1583622579466555,61,54,47,40,32,25
은평구,진관동,0.08631713554987212,-183.53571428571425,1748.0,151,-15.842277128242598,135,119,103,88,72,56
종로구,가회동,0.01912568306010929,-49.428571428571416,396.0,8,-0.9453551912568304,7,6,5,4,3,2
종로구,교남동,0.1092896174863388,-49.428571428571416,396.0,43,-5.402029664324745,38,32,27,22,16,11
종로구,무악동,0.04918032786885246,-49.428571428571416,396.0,19,-2.430913348946135,17,15,12,10,7,5
종로구,부암동,0.07650273224043716,-49.428571428571416,396.0,30,-3.7814207650273217,27,23,19,15,11,8
종로구,사직동,0.040983606557377046,-49.428571428571416,396.0,16,-2.025761124121779,14,12,10,8,6,4
종로구,삼청동,0.00819672131147541,-49.428571428571416,396.0,3,-0.40515222482435587,3,2,2,2,1,1
종로구,숭인제1동,0.05191256830601093,-49.428571428571416,396.0,21,-2.565964090554254,18,15,13,10,8,5
종로구,숭인제2동,0.06557377049180328,-49.428571428571416,396.0,26,-3.241217798594847,23,19,16,13,10,7
종로구,이화동,0.03825136612021858,-49.428571428571416,396.0,15,-1.8907103825136609,13,11,9,8,6,4
종로구,종로1.2.3.4가동,0.040983606557377046,-49.428571428571416,396.0,16,-2.025761124121779,14,12,10,8,6,4
종로구,종로5.6가동,0.0273224043715847,-49.428571428571416,396.0,11,-1.3505074160811863,9,8,7,5,4,3
종로구,창신제1동,0.02459016393442623,-49.428571428571416,396.0,10,-1.2154566744730675,9,7,6,5,4,2
종로구,창신제2동,0.03825136612021858,-49.428571428571416,396.0,15,-1.8907103825136609,13,11,9,8,6,4
종로구,창신제3동,0.07650273224043716,-49.428571428571416,396.0,30,-3.7814207650273217,27,23,19,15,11,8
종로구,청운효자동,0.11748633879781421,-49.428571428571416,396.0,47,-5.807181889149101,41,35,29,23,17,12
종로구,평창동,0.10109289617486339,-49.428571428571416,396.0,40,-4.996877439500389,35,30,25,20,15,10
종로구,혜화동,0.11475409836065574,-49.428571428571416,396.0,45,-5.672131147540982,40,34,28,23,17,11
중구,광희동,0.03731343283582089,-45.357142857142854,534.0,20,-1.6924307036247332,18,17,15,13,11,10
중구,다산동,0.06529850746268656,-45.357142857142854,534.0,35,-2.961753731343283,32,29,26,23,20,17
중구,동화동,0.07649253731343283,-45.357142857142854,534.0,41,-3.4694829424307034,37,34,30,27,23,20
중구,명동,0.007462686567164179,-45.357142857142854,534.0,4,-0.33848614072494665,4,3,3,3,2,2
중구,소공동,0.018656716417910446,-45.357142857142854,534.0,10,-0.8462153518123666,9,8,7,7,6,5
중구,신당동,0.04477611940298507,-45.357142857142854,534.0,24,-2.03091684434968,22,20,18,16,14,12
중구,신당제5동,0.07835820895522388,-45.357142857142854,534.0,42,-3.5541044776119404,38,35,31,28,24,21
중구,약수동,0.13619402985074627,-45.357142857142854,534.0,73,-6.177372068230277,67,60,54,48,42,36
중구,을지로동,0.05223880597014925,-45.357142857142854,534.0,28,-2.3694029850746268,26,23,21,18,16,14
중구,장충동,0.026119402985074626,-45.357142857142854,534.0,14,-1.1847014925373134,13,12,10,9,8,7
중구,중림동,0.1455223880597015,-45.357142857142854,534.0,78,-6.60047974413646,71,65,58,51,45,38
중구,청구동,0.1455223880597015,-45.357142857142854,534.0,78,-6.60047974413646,71,65,58,51,45,38
중구,필동,0.03171641791044776,-45.357142857142854,534.0,17,-1.4385660980810233,15,14,13,11,10,8
중구,황학동,0.11567164179104478,-45.357142857142854,534.0,62,-5.246535181236673,57,51,46,41,36,30
중구,회현동,0.018656716417910446,-45.357142857142854,534.0,10,-0.8462153518123666,9,8,7,7,6,5
중랑구,망우본동,0.1494949494949495,-162.03571428571428,1762.0,263,-24.223520923520923,239,215,191,167,142,118
중랑구,망우제3동,0.024915824915824916,-162.03571428571428,1762.0,44,-4.037253487253487,40,36,32,28,24,20
중랑구,면목본동,0.07946127946127945,-162.03571428571428,1762.0,140,-12.875565175565173,127,114,101,89,76,63
중랑구,면목제2동,0.048484848484848485,-162.03571428571428,1762.0,85,-7.856277056277056,78,70,62,54,46,38
중랑구,면목제3.8동,0.05454545454545454,-162.03571428571428,1762.0,96,-8.838311688311688,87,78,70,61,52,43
중랑구,면목제4동,0.03569023569023569,-162.03571428571428,1762.0,63,-5.783092833092833,57,51,46,40,34,28
중랑구,면목제5동,0.04713804713804714,-162.03571428571428,1762.0,83,-7.6380471380471375,75,68,60,53,45,37
중랑구,면목제7동,0.05656565656565657,-162.03571428571428,1762.0,100,-9.165656565656565,91,81,72,63,54,45
중랑구,묵제1동,0.06868686868686869,-162.03571428571428,1762.0,121,-11.129725829725828,110,99,88,77,65,54
중랑구,묵제2동,0.04107744107744108,-162.03571428571428,1762.0,72,-6.656012506012506,66,59,52,46,39,32
중랑구,상봉제1동,0.04781144781144781,-162.03571428571428,1762.0,84,-7.7471620971620965,76,69,61,53,46,38
중랑구,상봉제2동,0.07676767676767676,-162.03571428571428,1762.0,135,-12.439105339105337,123,110,98,86,73,61
중랑구,신내1동,0.09158249158249158,-162.03571428571428,1762.0,161,-14.83963443963444,147,132,117,102,87,72
중랑구,신내2동,0.06734006734006734,-162.03571428571428,1762.0,119,-10.91149591149591,108,97,86,75,64,53
중랑구,중화제1동,0.04915824915824916,-162.03571428571428,1762.0,87,-7.965392015392015,79,71,63,55,47,39
중랑구,중화제2동,0.06127946127946128,-162.03571428571428,1762.0,108,-9.929461279461279,98,88,78,68,58,48
