행정기관코드,통계년월,시도명,시군구명,읍면동명,계,남자,여자
4315038000,2024-07-31,충청북도,제천시,송학면,0,0,0
4315051000,2024-07-31,충청북도,제천시,교동,6,2,4
4315051800,2024-07-31,충청북도,제천시,의림지동,6,2,4
4315052800,2024-07-31,충청북도,제천시,중앙동,1,0,1
4315053700,2024-07-31,충청북도,제천시,남현동,0,0,0
4315054700,2024-07-31,충청북도,제천시,영서동,6,3,3
4315056000,2024-07-31,충청북도,제천시,용두동,4,2,2
4315057700,2024-07-31,충청북도,제천시,신백동,2,2,0
4315059000,2024-07-31,충청북도,제천시,청전동,5,2,3
4315060500,2024-07-31,충청북도,제천시,화산동,6,4,2
4372025000,2024-07-31,충청북도,보은군,보은읍,8,3,5
4372031500,2024-07-31,충청북도,보은군,속리산면,0,0,0
4372032500,2024-07-31,충청북도,보은군,장안면,0,0,0
4372033000,2024-07-31,충청북도,보은군,마로면,0,0,0
4372034000,2024-07-31,충청북도,보은군,탄부면,0,0,0
4372035000,2024-07-31,충청북도,보은군,삼승면,0,0,0
4372036000,2024-07-31,충청북도,보은군,수한면,0,0,0
4372037000,2024-07-31,충청북도,보은군,회남면,0,0,0
4372038500,2024-07-31,충청북도,보은군,회인면,0,0,0
4372039000,2024-07-31,충청북도,보은군,내북면,0,0,0
4372040000,2024-07-31,충청북도,보은군,산외면,1,0,1
4373025000,2024-07-31,충청북도,옥천군,옥천읍,5,0,5
4373031000,2024-07-31,충청북도,옥천군,동이면,2,2,0
4373032000,2024-07-31,충청북도,옥천군,안남면,0,0,0
4373033000,2024-07-31,충청북도,옥천군,안내면,0,0,0
4373034000,2024-07-31,충청북도,옥천군,청성면,0,0,0
4373035000,2024-07-31,충청북도,옥천군,청산면,0,0,0
4373036000,2024-07-31,충청북도,옥천군,이원면,0,0,0
4373037000,2024-07-31,충청북도,옥천군,군서면,0,0,0
4373038000,2024-07-31,충청북도,옥천군,군북면,0,0,0
4374025000,2024-07-31,충청북도,영동군,영동읍,9,4,5
4374031000,2024-07-31,충청북도,영동군,용산면,0,0,0
4374032000,2024-07-31,충청북도,영동군,황간면,1,1,0
4374033500,2024-07-31,충청북도,영동군,추풍령면,1,1,0
4374034000,2024-07-31,충청북도,영동군,매곡면,0,0,0
4374035000,2024-07-31,충청북도,영동군,상촌면,0,0,0
4374036000,2024-07-31,충청북도,영동군,양강면,2,2,0
4374037000,2024-07-31,충청북도,영동군,용화면,0,0,0
4374038000,2024-07-31,충청북도,영동군,학산면,0,0,0
4374039000,2024-07-31,충청북도,영동군,양산면,0,0,0
4374040000,2024-07-31,충청북도,영동군,심천면,0,0,0
4374525000,2024-07-31,충청북도,증평군,증평읍,15,8,7
4374531000,2024-07-31,충청북도,증평군,도안면,0,0,0
4375025000,2024-07-31,충청북도,진천군,진천읍,13,9,4
4375025300,2024-07-31,충청북도,진천군,덕산읍,29,16,13
4375032000,2024-07-31,충청북도,진천군,초평면,2,2,0
4375033000,2024-07-31,충청북도,진천군,문백면,1,0,1
4375034000,2024-07-31,충청북도,진천군,백곡면,0,0,0
4375035000,2024-07-31,충청북도,진천군,이월면,3,1,2
4375037000,2024-07-31,충청북도,진천군,광혜원면,4,1,3
4376025000,2024-07-31,충청북도,괴산군,괴산읍,4,3,1
4376031000,2024-07-31,충청북도,괴산군,감물면,0,0,0
4376032000,2024-07-31,충청북도,괴산군,장연면,0,0,0
4376033000,2024-07-31,충청북도,괴산군,연풍면,0,0,0
4376034000,2024-07-31,충청북도,괴산군,칠성면,0,0,0
4376035000,2024-07-31,충청북도,괴산군,문광면,0,0,0
4376036000,2024-07-31,충청북도,괴산군,청천면,0,0,0
4376037000,2024-07-31,충청북도,괴산군,청안면,1,0,1
4376039000,2024-07-31,충청북도,괴산군,사리면,0,0,0
4376040000,2024-07-31,충청북도,괴산군,소수면,1,1,0
4376041000,2024-07-31,충청북도,괴산군,불정면,0,0,0
4377025000,2024-07-31,충청북도,음성군,음성읍,5,2,3
4377025300,2024-07-31,충청북도,음성군,금왕읍,4,2,2
4377031000,2024-07-31,충청북도,음성군,소이면,0,0,0
4377032000,2024-07-31,충청북도,음성군,원남면,0,0,0
4377033000,2024-07-31,충청북도,음성군,맹동면,8,4,4
4377034000,2024-07-31,충청북도,음성군,대소면,4,3,1
4377035000,2024-07-31,충청북도,음성군,삼성면,0,0,0
4377036000,2024-07-31,충청북도,음성군,생극면,0,0,0
4377037000,2024-07-31,충청북도,음성군,감곡면,2,1,1
4380025000,2024-07-31,충청북도,단양군,단양읍,1,1,0
4380025300,2024-07-31,충청북도,단양군,매포읍,1,0,1
4380031000,2024-07-31,충청북도,단양군,대강면,0,0,0
4380032000,2024-07-31,충청북도,단양군,가곡면,0,0,0
4380033000,2024-07-31,충청북도,단양군,영춘면,1,1,0
4380034000,2024-07-31,충청북도,단양군,어상천면,0,0,0
4380035000,2024-07-31,충청북도,단양군,적성면,0,0,0
4380036000,2024-07-31,충청북도,단양군,단성면,0,0,0
4413125000,2024-07-31,충청남도,천안시 동남구,목천읍,2,2,0
4413131000,2024-07-31,충청남도,천안시 동남구,풍세면,6,4,2
4413132000,2024-07-31,충청남도,천안시 동남구,광덕면,0,0,0
4413133000,2024-07-31,충청남도,천안시 동남구,북면,0,0,0
4413134000,2024-07-31,충청남도,천안시 동남구,성남면,0,0,0
4413135000,2024-07-31,충청남도,천안시 동남구,수신면,0,0,0
4413136000,2024-07-31,충청남도,천안시 동남구,병천면,3,2,1
4413137000,2024-07-31,충청남도,천안시 동남구,동면,0,0,0
4413151000,2024-07-31,충청남도,천안시 동남구,중앙동,1,0,1
4413152000,2024-07-31,충청남도,천안시 동남구,문성동,5,2,3
4413153000,2024-07-31,충청남도,천안시 동남구,원성1동,3,3,0
4413154000,2024-07-31,충청남도,천안시 동남구,원성2동,1,0,1
4413155000,2024-07-31,충청남도,천안시 동남구,봉명동,5,1,4
4413156000,2024-07-31,충청남도,천안시 동남구,일봉동,6,2,4
4413157000,2024-07-31,충청남도,천안시 동남구,신방동,18,9,9
4413158000,2024-07-31,충청남도,천안시 동남구,청룡동,27,17,10
4413159000,2024-07-31,충청남도,천안시 동남구,신안동,23,13,10
4413325000,2024-07-31,충청남도,천안시 서북구,성환읍,1,1,0
4413325300,2024-07-31,충청남도,천안시 서북구,성거읍,9,3,6
4413325600,2024-07-31,충청남도,천안시 서북구,직산읍,5,3,2
4413331000,2024-07-31,충청남도,천안시 서북구,입장면,0,0,0
4413351000,2024-07-31,충청남도,천안시 서북구,성정1동,5,2,3
4413352000,2024-07-31,충청남도,천안시 서북구,성정2동,9,6,3
4413353000,2024-07-31,충청남도,천안시 서북구,쌍용1동,1,0,1
4413354000,2024-07-31,충청남도,천안시 서북구,쌍용2동,19,12,7
4413355000,2024-07-31,충청남도,천안시 서북구,쌍용3동,6,4,2
4413356000,2024-07-31,충청남도,천안시 서북구,백석동,16,9,7
4413356600,2024-07-31,충청남도,천안시 서북구,불당1동,16,11,5
4413356700,2024-07-31,충청남도,천안시 서북구,불당2동,25,11,14
4413358000,2024-07-31,충청남도,천안시 서북구,부성1동,36,17,19
4413359000,2024-07-31,충청남도,천안시 서북구,부성2동,49,29,20
4415025000,2024-07-31,충청남도,공주시,유구읍,0,0,0
4415031000,2024-07-31,충청남도,공주시,이인면,0,0,0
4415032000,2024-07-31,충청남도,공주시,탄천면,0,0,0
4415033000,2024-07-31,충청남도,공주시,계룡면,1,0,1
4415034000,2024-07-31,충청남도,공주시,반포면,1,0,1
4415036000,2024-07-31,충청남도,공주시,의당면,3,2,1
4415037000,2024-07-31,충청남도,공주시,정안면,0,0,0
4415038000,2024-07-31,충청남도,공주시,우성면,1,0,1
4415039000,2024-07-31,충청남도,공주시,사곡면,0,0,0
4415040000,2024-07-31,충청남도,공주시,신풍면,1,0,1
4415051000,2024-07-31,충청남도,공주시,중학동,3,2,1
4415054000,2024-07-31,충청남도,공주시,웅진동,6,4,2
4415055000,2024-07-31,충청남도,공주시,금학동,3,1,2
4415056000,2024-07-31,충청남도,공주시,옥룡동,1,1,0
4415057000,2024-07-31,충청남도,공주시,신관동,7,2,5
4415059000,2024-07-31,충청남도,공주시,월송동,12,7,5
4418025000,2024-07-31,충청남도,보령시,웅천읍,0,0,0
4418031000,2024-07-31,충청남도,보령시,주포면,0,0,0
4418032000,2024-07-31,충청남도,보령시,오천면,0,0,0
4418032500,2024-07-31,충청남도,보령시,오천면어항출장소,1,0,1
4418032900,2024-07-31,충청남도,보령시,원산출장소,0,0,0
4418033000,2024-07-31,충청남도,보령시,천북면,0,0,0
4418034000,2024-07-31,충청남도,보령시,청소면,1,1,0
4418035000,2024-07-31,충청남도,보령시,청라면,0,0,0
4418036000,2024-07-31,충청남도,보령시,남포면,0,0,0
4418038000,2024-07-31,충청남도,보령시,주산면,0,0,0
4418039000,2024-07-31,충청남도,보령시,미산면,0,0,0
4418040000,2024-07-31,충청남도,보령시,성주면,0,0,0
4418041000,2024-07-31,충청남도,보령시,주교면,1,0,1
4418051500,2024-07-31,충청남도,보령시,대천1동,1,0,1
4418052500,2024-07-31,충청남도,보령시,대천2동,1,0,1
4418053500,2024-07-31,충청남도,보령시,대천3동,4,1,3
4418054500,2024-07-31,충청남도,보령시,대천4동,8,4,4
4418056500,2024-07-31,충청남도,보령시,대천5동,2,0,2
4420025000,2024-07-31,충청남도,아산시,염치읍,0,0,0
4420025300,2024-07-31,충청남도,아산시,배방읍,83,42,41
4420031000,2024-07-31,충청남도,아산시,송악면,1,1,0
4420033000,2024-07-31,충청남도,아산시,탕정면,42,21,21
4420035000,2024-07-31,충청남도,아산시,음봉면,15,6,9
4420036000,2024-07-31,충청남도,아산시,둔포면,22,12,10
4420037000,2024-07-31,충청남도,아산시,영인면,2,2,0
4420038000,2024-07-31,충청남도,아산시,인주면,2,0,2
4420039000,2024-07-31,충청남도,아산시,선장면,0,0,0
4420040000,2024-07-31,충청남도,아산시,도고면,0,0,0
4420041000,2024-07-31,충청남도,아산시,신창면,4,2,2
4420057000,2024-07-31,충청남도,아산시,온양1동,5,3,2
4420058000,2024-07-31,충청남도,아산시,온양2동,1,1,0
4420059000,2024-07-31,충청남도,아산시,온양3동,22,16,6
4420060000,2024-07-31,충청남도,아산시,온양4동,1,1,0
4420061000,2024-07-31,충청남도,아산시,온양5동,5,2,3
4420062000,2024-07-31,충청남도,아산시,온양6동,7,4,3
4421025000,2024-07-31,충청남도,서산시,대산읍,1,0,1
4421031000,2024-07-31,충청남도,서산시,인지면,2,1,1
4421032000,2024-07-31,충청남도,서산시,부석면,0,0,0
4421033000,2024-07-31,충청남도,서산시,팔봉면,1,1,0
4421034000,2024-07-31,충청남도,서산시,지곡면,3,2,1
4421036000,2024-07-31,충청남도,서산시,성연면,16,10,6
4421037000,2024-07-31,충청남도,서산시,음암면,1,1,0
4421038000,2024-07-31,충청남도,서산시,운산면,0,0,0
4421039000,2024-07-31,충청남도,서산시,해미면,0,0,0
4421040000,2024-07-31,충청남도,서산시,고북면,2,1,1
4421051000,2024-07-31,충청남도,서산시,부춘동,5,4,1
4421052500,2024-07-31,충청남도,서산시,동문1동,7,4,3
4421053500,2024-07-31,충청남도,서산시,동문2동,2,1,1
4421054000,2024-07-31,충청남도,서산시,수석동,7,2,5
4421055000,2024-07-31,충청남도,서산시,석남동,26,12,14
4423025000,2024-07-31,충청남도,논산시,강경읍,1,1,0
4423025300,2024-07-31,충청남도,논산시,연무읍,7,3,4
4423031000,2024-07-31,충청남도,논산시,성동면,1,0,1
4423032000,2024-07-31,충청남도,논산시,광석면,0,0,0
4423033000,2024-07-31,충청남도,논산시,노성면,3,1,2
4423034000,2024-07-31,충청남도,논산시,상월면,0,0,0
4423035000,2024-07-31,충청남도,논산시,부적면,1,0,1
4423036000,2024-07-31,충청남도,논산시,연산면,1,0,1
4423038000,2024-07-31,충청남도,논산시,벌곡면,1,0,1
4423039000,2024-07-31,충청남도,논산시,양촌면,5,3,2
4423040000,2024-07-31,충청남도,논산시,가야곡면,1,1,0
4423041000,2024-07-31,충청남도,논산시,은진면,0,0,0
4423042000,2024-07-31,충청남도,논산시,채운면,0,0,0
4423051000,2024-07-31,충청남도,논산시,취암동,16,8,8
4423052000,2024-07-31,충청남도,논산시,부창동,4,2,2
4425031000,2024-07-31,충청남도,계룡시,두마면,9,7,2
4425031500,2024-07-31,충청남도,계룡시,엄사면,3,2,1
4425033000,2024-07-31,충청남도,계룡시,신도안면,3,1,2
4425051000,2024-07-31,충청남도,계룡시,금암동,1,1,0
4427025000,2024-07-31,충청남도,당진시,합덕읍,1,0,1
4427025300,2024-07-31,충청남도,당진시,송악읍,16,7,9
4427031000,2024-07-31,충청남도,당진시,고대면,0,0,0
4427032000,2024-07-31,충청남도,당진시,석문면,1,0,1
4427033000,2024-07-31,충청남도,당진시,대호지면,0,0,0
4427034000,2024-07-31,충청남도,당진시,정미면,0,0,0
4427035000,2024-07-31,충청남도,당진시,면천면,0,0,0
4427036000,2024-07-31,충청남도,당진시,순성면,1,0,1
4427037000,2024-07-31,충청남도,당진시,우강면,0,0,0
4427038000,2024-07-31,충청남도,당진시,신평면,2,1,1
4427039000,2024-07-31,충청남도,당진시,송산면,6,3,3
4427051000,2024-07-31,충청남도,당진시,당진1동,35,14,21
4427052000,2024-07-31,충청남도,당진시,당진2동,12,6,6
4427053000,2024-07-31,충청남도,당진시,당진3동,5,2,3
4471025000,2024-07-31,충청남도,금산군,금산읍,6,2,4
4471031000,2024-07-31,충청남도,금산군,금성면,0,0,0
4471032000,2024-07-31,충청남도,금산군,제원면,1,1,0
4471033000,2024-07-31,충청남도,금산군,부리면,0,0,0
4471034000,2024-07-31,충청남도,금산군,군북면,0,0,0
4471035000,2024-07-31,충청남도,금산군,남일면,1,0,1
4471036000,2024-07-31,충청남도,금산군,남이면,0,0,0
4471037000,2024-07-31,충청남도,금산군,진산면,0,0,0
4471038000,2024-07-31,충청남도,금산군,복수면,1,1,0
4471039000,2024-07-31,충청남도,금산군,추부면,0,0,0
4476025000,2024-07-31,충청남도,부여군,부여읍,4,1,3
4476031000,2024-07-31,충청남도,부여군,규암면,4,3,1
4476032000,2024-07-31,충청남도,부여군,은산면,0,0,0
4476033000,2024-07-31,충청남도,부여군,외산면,0,0,0
4476034000,2024-07-31,충청남도,부여군,내산면,0,0,0
4476035000,2024-07-31,충청남도,부여군,구룡면,1,1,0
4476036000,2024-07-31,충청남도,부여군,홍산면,0,0,0
4476037000,2024-07-31,충청남도,부여군,옥산면,0,0,0
4476038000,2024-07-31,충청남도,부여군,남면,0,0,0
4476039000,2024-07-31,충청남도,부여군,충화면,0,0,0
4476040000,2024-07-31,충청남도,부여군,양화면,0,0,0
4476041000,2024-07-31,충청남도,부여군,임천면,0,0,0
4476042000,2024-07-31,충청남도,부여군,장암면,0,0,0
4476043000,2024-07-31,충청남도,부여군,세도면,3,2,1
4476044000,2024-07-31,충청남도,부여군,석성면,0,0,0
4476045000,2024-07-31,충청남도,부여군,초촌면,0,0,0
4477025000,2024-07-31,충청남도,서천군,장항읍,1,1,0
4477025300,2024-07-31,충청남도,서천군,서천읍,1,0,1
4477031000,2024-07-31,충청남도,서천군,마서면,0,0,0
4477032000,2024-07-31,충청남도,서천군,화양면,1,0,1
4477033000,2024-07-31,충청남도,서천군,기산면,0,0,0
4477034000,2024-07-31,충청남도,서천군,한산면,0,0,0
4477035000,2024-07-31,충청남도,서천군,마산면,0,0,0
4477036000,2024-07-31,충청남도,서천군,시초면,0,0,0
4477037000,2024-07-31,충청남도,서천군,문산면,0,0,0
4477038000,2024-07-31,충청남도,서천군,판교면,0,0,0
4477039000,2024-07-31,충청남도,서천군,종천면,0,0,0
4477040000,2024-07-31,충청남도,서천군,비인면,0,0,0
4477041000,2024-07-31,충청남도,서천군,서면,1,1,0
4479025000,2024-07-31,충청남도,청양군,청양읍,1,0,1
4479031000,2024-07-31,충청남도,청양군,운곡면,0,0,0
4479032000,2024-07-31,충청남도,청양군,대치면,0,0,0
4479033000,2024-07-31,충청남도,청양군,정산면,0,0,0
4479034000,2024-07-31,충청남도,청양군,목면,0,0,0
4479035000,2024-07-31,충청남도,청양군,청남면,1,0,1
4479036000,2024-07-31,충청남도,청양군,장평면,1,1,0
4479037000,2024-07-31,충청남도,청양군,남양면,0,0,0
4479038000,2024-07-31,충청남도,청양군,화성면,1,0,1
4479039000,2024-07-31,충청남도,청양군,비봉면,0,0,0
4480025000,2024-07-31,충청남도,홍성군,홍성읍,12,7,5
4480025300,2024-07-31,충청남도,홍성군,광천읍,0,0,0
4480025600,2024-07-31,충청남도,홍성군,홍북읍,33,15,18
4480032000,2024-07-31,충청남도,홍성군,금마면,1,0,1
4480033000,2024-07-31,충청남도,홍성군,홍동면,1,0,1
4480034000,2024-07-31,충청남도,홍성군,장곡면,0,0,0
4480035000,2024-07-31,충청남도,홍성군,은하면,0,0,0
4480036000,2024-07-31,충청남도,홍성군,결성면,0,0,0
4480037000,2024-07-31,충청남도,홍성군,서부면,0,0,0
4480038000,2024-07-31,충청남도,홍성군,갈산면,1,0,1
4480039000,2024-07-31,충청남도,홍성군,구항면,0,0,0
4481025000,2024-07-31,충청남도,예산군,예산읍,8,4,4
4481025300,2024-07-31,충청남도,예산군,삽교읍,23,15,8
4481031000,2024-07-31,충청남도,예산군,대술면,0,0,0
4481032000,2024-07-31,충청남도,예산군,신양면,0,0,0
4481033000,2024-07-31,충청남도,예산군,광시면,0,0,0
4481034000,2024-07-31,충청남도,예산군,대흥면,0,0,0
4481035000,2024-07-31,충청남도,예산군,응봉면,1,0,1
4481036000,2024-07-31,충청남도,예산군,덕산면,1,0,1
4481037000,2024-07-31,충청남도,예산군,봉산면,1,1,0
4481038000,2024-07-31,충청남도,예산군,고덕면,4,3,1
4481039000,2024-07-31,충청남도,예산군,신암면,0,0,0
4481040000,2024-07-31,충청남도,예산군,오가면,0,0,0
4482525000,2024-07-31,충청남도,태안군,태안읍,10,6,4
4482525300,2024-07-31,충청남도,태안군,안면읍,4,0,4
4482531000,2024-07-31,충청남도,태안군,고남면,0,0,0
4482532000,2024-07-31,충청남도,태안군,남면,0,0,0
4482533000,2024-07-31,충청남도,태안군,근흥면,0,0,0
4482534000,2024-07-31,충청남도,태안군,소원면,0,0,0
4482535000,2024-07-31,충청남도,태안군,원북면,1,1,0
4482536000,2024-07-31,충청남도,태안군,이원면,0,0,0
4611051000,2024-07-31,전라남도,목포시,용당1동,2,1,1
4611052000,2024-07-31,전라남도,목포시,용당2동,0,0,0
4611053500,2024-07-31,전라남도,목포시,연동,0,0,0
4611054500,2024-07-31,전라남도,목포시,산정동,1,1,0
4611055400,2024-07-31,전라남도,목포시,연산동,3,2,1
4611055800,2024-07-31,전라남도,목포시,원산동,2,0,2
4611056500,2024-07-31,전라남도,목포시,대성동,6,4,2
4611059500,2024-07-31,전라남도,목포시,목원동,1,0,1
4611064000,2024-07-31,전라남도,목포시,동명동,1,0,1
4611064500,2024-07-31,전라남도,목포시,삼학동,4,3,1
4611065500,2024-07-31,전라남도,목포시,만호동,0,0,0
4611066000,2024-07-31,전라남도,목포시,유달동,0,0,0
4611069500,2024-07-31,전라남도,목포시,죽교동,0,0,0
4611070500,2024-07-31,전라남도,목포시,북항동,3,3,0
4611074500,2024-07-31,전라남도,목포시,용해동,7,5,2
4611075000,2024-07-31,전라남도,목포시,이로동,2,1,1
4611075600,2024-07-31,전라남도,목포시,상동,12,2,10
4611075700,2024-07-31,전라남도,목포시,하당동,6,3,3
4611075800,2024-07-31,전라남도,목포시,신흥동,4,1,3
4611078000,2024-07-31,전라남도,목포시,삼향동,3,1,2
4611079000,2024-07-31,전라남도,목포시,옥암동,4,3,1
4611080000,2024-07-31,전라남도,목포시,부흥동,3,2,1
4611081000,2024-07-31,전라남도,목포시,부주동,10,6,4
4613025000,2024-07-31,전라남도,여수시,돌산읍,0,0,0
4613025100,2024-07-31,전라남도,여수시,돌산읍우두출장소,1,1,0
4613025200,2024-07-31,전라남도,여수시,돌산읍죽포출장소,0,0,0
4613031000,2024-07-31,전라남도,여수시,소라면,5,3,2
4613032000,2024-07-31,전라남도,여수시,율촌면,2,0,2
4613033000,2024-07-31,전라남도,여수시,화양면,1,1,0
4613034000,2024-07-31,전라남도,여수시,남면,0,0,0
4613035000,2024-07-31,전라남도,여수시,화정면,0,0,0
4613035600,2024-07-31,전라남도,여수시,화정면개도출장소,0,0,0
4613036000,2024-07-31,전라남도,여수시,삼산면,0,0,0
4613051500,2024-07-31,전라남도,여수시,동문동,0,0,0
4613053500,2024-07-31,전라남도,여수시,한려동,1,1,0
4613057000,2024-07-31,전라남도,여수시,중앙동,0,0,0
4613060000,2024-07-31,전라남도,여수시,충무동,0,0,0
4613062500,2024-07-31,전라남도,여수시,광림동,1,0,1
4613063500,2024-07-31,전라남도,여수시,서강동,1,1,0
4613065500,2024-07-31,전라남도,여수시,대교동,0,0,0
4613067000,2024-07-31,전라남도,여수시,국동,4,3,1
4613068500,2024-07-31,전라남도,여수시,월호동,1,1,0
4613070000,2024-07-31,전라남도,여수시,여서동,4,3,1
4613071000,2024-07-31,전라남도,여수시,문수동,3,1,2
4613073000,2024-07-31,전라남도,여수시,미평동,1,1,0
4613074000,2024-07-31,전라남도,여수시,둔덕동,5,2,3
4613076500,2024-07-31,전라남도,여수시,만덕동,8,2,6
4613078000,2024-07-31,전라남도,여수시,쌍봉동,30,15,15
4613079000,2024-07-31,전라남도,여수시,시전동,28,10,18
4613080000,2024-07-31,전라남도,여수시,여천동,7,2,5
4613081000,2024-07-31,전라남도,여수시,주삼동,5,3,2
4613082000,2024-07-31,전라남도,여수시,삼일동,0,0,0
4613083000,2024-07-31,전라남도,여수시,묘도동,0,0,0
4615025000,2024-07-31,전라남도,순천시,승주읍,0,0,0
4615031000,2024-07-31,전라남도,순천시,해룡면,2,0,2
4615031500,2024-07-31,전라남도,순천시,해룡면상삼출장소,3,1,2
4615031600,2024-07-31,전라남도,순천시,해룡면신대출장소,31,17,14
4615032000,2024-07-31,전라남도,순천시,서면,15,5,10
4615033000,2024-07-31,전라남도,순천시,황전면,1,1,0
4615034000,2024-07-31,전라남도,순천시,월등면,0,0,0
4615035000,2024-07-31,전라남도,순천시,주암면,0,0,0
4615036000,2024-07-31,전라남도,순천시,송광면,0,0,0
4615037000,2024-07-31,전라남도,순천시,외서면,0,0,0
4615038000,2024-07-31,전라남도,순천시,낙안면,0,0,0
4615039000,2024-07-31,전라남도,순천시,별량면,0,0,0
4615040000,2024-07-31,전라남도,순천시,상사면,4,2,2
4615051500,2024-07-31,전라남도,순천시,향동,0,0,0
4615054000,2024-07-31,전라남도,순천시,매곡동,3,1,2
4615055000,2024-07-31,전라남도,순천시,삼산동,22,18,4
4615056000,2024-07-31,전라남도,순천시,조곡동,5,3,2
4615057000,2024-07-31,전라남도,순천시,덕연동,17,9,8
4615058000,2024-07-31,전라남도,순천시,풍덕동,2,1,1
4615059000,2024-07-31,전라남도,순천시,남제동,2,1,1
4615060000,2024-07-31,전라남도,순천시,저전동,0,0,0
4615061000,2024-07-31,전라남도,순천시,장천동,0,0,0
4615062000,2024-07-31,전라남도,순천시,중앙동,0,0,0
4615063500,2024-07-31,전라남도,순천시,도사동,6,2,4
4615066100,2024-07-31,전라남도,순천시,왕조1동,18,9,9
4615066500,2024-07-31,전라남도,순천시,왕조2동,6,5,1
4617025000,2024-07-31,전라남도,나주시,남평읍,3,1,2
4617031000,2024-07-31,전라남도,나주시,세지면,0,0,0
4617032000,2024-07-31,전라남도,나주시,왕곡면,0,0,0
4617033000,2024-07-31,전라남도,나주시,반남면,0,0,0
4617034000,2024-07-31,전라남도,나주시,공산면,0,0,0
4617035000,2024-07-31,전라남도,나주시,동강면,0,0,0
4617036000,2024-07-31,전라남도,나주시,다시면,1,1,0
4617037000,2024-07-31,전라남도,나주시,문평면,0,0,0
4617038000,2024-07-31,전라남도,나주시,노안면,1,0,1
4617039000,2024-07-31,전라남도,나주시,금천면,11,6,5
4617040000,2024-07-31,전라남도,나주시,산포면,1,1,0
4617042000,2024-07-31,전라남도,나주시,다도면,0,0,0
4617043000,2024-07-31,전라남도,나주시,봉황면,1,1,0
4617051000,2024-07-31,전라남도,나주시,송월동,6,3,3
4617052000,2024-07-31,전라남도,나주시,영강동,1,0,1
4617054000,2024-07-31,전라남도,나주시,금남동,0,0,0
4617055000,2024-07-31,전라남도,나주시,성북동,3,2,1
4617058000,2024-07-31,전라남도,나주시,영산동,0,0,0
4617060000,2024-07-31,전라남도,나주시,이창동,2,0,2
4617062000,2024-07-31,전라남도,나주시,빛가람동,49,28,21
4623025000,2024-07-31,전라남도,광양시,광양읍,19,10,9
4623031000,2024-07-31,전라남도,광양시,봉강면,1,0,1
4623032000,2024-07-31,전라남도,광양시,옥룡면,0,0,0
4623033000,2024-07-31,전라남도,광양시,옥곡면,4,2,2
4623034000,2024-07-31,전라남도,광양시,진상면,0,0,0
4623035000,2024-07-31,전라남도,광양시,진월면,1,1,0
4623036000,2024-07-31,전라남도,광양시,다압면,0,0,0
4623051500,2024-07-31,전라남도,광양시,골약동,19,12,7
4623053000,2024-07-31,전라남도,광양시,중마동,37,22,15
4623054000,2024-07-31,전라남도,광양시,광영동,5,2,3
4623055000,2024-07-31,전라남도,광양시,금호동,2,0,2
4623057000,2024-07-31,전라남도,광양시,태인동,0,0,0
4671025000,2024-07-31,전라남도,담양군,담양읍,7,4,3
4671031000,2024-07-31,전라남도,담양군,봉산면,0,0,0
4671032000,2024-07-31,전라남도,담양군,고서면,1,0,1
4671033500,2024-07-31,전라남도,담양군,가사문학면,0,0,0
4671034000,2024-07-31,전라남도,담양군,창평면,1,1,0
4671035000,2024-07-31,전라남도,담양군,대덕면,1,1,0
4671036000,2024-07-31,전라남도,담양군,무정면,1,1,0
4671037000,2024-07-31,전라남도,담양군,금성면,0,0,0
4671038000,2024-07-31,전라남도,담양군,용면,1,0,1
4671039000,2024-07-31,전라남도,담양군,월산면,0,0,0
4671040000,2024-07-31,전라남도,담양군,수북면,1,1,0
4671041000,2024-07-31,전라남도,담양군,대전면,0,0,0
4672025000,2024-07-31,전라남도,곡성군,곡성읍,3,2,1
4672031000,2024-07-31,전라남도,곡성군,오곡면,0,0,0
4672032000,2024-07-31,전라남도,곡성군,삼기면,1,1,0
4672033000,2024-07-31,전라남도,곡성군,석곡면,0,0,0
4672034000,2024-07-31,전라남도,곡성군,목사동면,0,0,0
4672035000,2024-07-31,전라남도,곡성군,죽곡면,0,0,0
4672036000,2024-07-31,전라남도,곡성군,고달면,0,0,0
4672037000,2024-07-31,전라남도,곡성군,옥과면,3,3,0
4672038000,2024-07-31,전라남도,곡성군,입면,0,0,0
4672039000,2024-07-31,전라남도,곡성군,겸면,1,0,1
4672040000,2024-07-31,전라남도,곡성군,오산면,0,0,0
4673025000,2024-07-31,전라남도,구례군,구례읍,2,0,2
4673031000,2024-07-31,전라남도,구례군,문척면,0,0,0
4673032000,2024-07-31,전라남도,구례군,간전면,0,0,0
4673033000,2024-07-31,전라남도,구례군,토지면,0,0,0
4673034000,2024-07-31,전라남도,구례군,마산면,0,0,0
4673035000,2024-07-31,전라남도,구례군,광의면,0,0,0
4673036000,2024-07-31,전라남도,구례군,용방면,0,0,0
4673037000,2024-07-31,전라남도,구례군,산동면,0,0,0
4677025000,2024-07-31,전라남도,고흥군,고흥읍,4,2,2
4677025300,2024-07-31,전라남도,고흥군,도양읍,3,2,1
4677025400,2024-07-31,전라남도,고흥군,도양읍소록출장소,0,0,0
4677025500,2024-07-31,전라남도,고흥군,도양읍시산출장소,0,0,0
4677031000,2024-07-31,전라남도,고흥군,풍양면,2,0,2
4677032000,2024-07-31,전라남도,고흥군,도덕면,2,1,1
