행정기관코드,통계년월,시도명,시군구명,읍면동명,계,남자,여자
2871035000,2024-07-31,인천광역시,강화군,양도면,1,1,0
2871036000,2024-07-31,인천광역시,강화군,내가면,0,0,0
2871037000,2024-07-31,인천광역시,강화군,하점면,3,1,2
2871038000,2024-07-31,인천광역시,강화군,양사면,0,0,0
2871039000,2024-07-31,인천광역시,강화군,송해면,1,1,0
2871040000,2024-07-31,인천광역시,강화군,교동면,0,0,0
2871041000,2024-07-31,인천광역시,강화군,삼산면,0,0,0
2871042000,2024-07-31,인천광역시,강화군,서도면,0,0,0
2871042500,2024-07-31,인천광역시,강화군,서도면볼음출장소,0,0,0
2872031000,2024-07-31,인천광역시,옹진군,북도면,0,0,0
2872031500,2024-07-31,인천광역시,옹진군,북도면장봉출장소,0,0,0
2872033000,2024-07-31,인천광역시,옹진군,백령면,3,3,0
2872034000,2024-07-31,인천광역시,옹진군,대청면,0,0,0
2872034500,2024-07-31,인천광역시,옹진군,대청면소청출장소,0,0,0
2872035000,2024-07-31,인천광역시,옹진군,덕적면,0,0,0
2872036000,2024-07-31,인천광역시,옹진군,영흥면,4,3,1
2872037000,2024-07-31,인천광역시,옹진군,자월면,0,0,0
2872037500,2024-07-31,인천광역시,옹진군,자월면이작출장소,0,0,0
2872038000,2024-07-31,인천광역시,옹진군,연평면,0,0,0
2911052500,2024-07-31,광주광역시,동구,충장동,2,1,1
2911054500,2024-07-31,광주광역시,동구,동명동,0,0,0
2911056000,2024-07-31,광주광역시,동구,계림1동,7,6,1
2911057000,2024-07-31,광주광역시,동구,계림2동,17,8,9
2911059000,2024-07-31,광주광역시,동구,산수1동,5,4,1
2911060000,2024-07-31,광주광역시,동구,산수2동,7,4,3
2911062000,2024-07-31,광주광역시,동구,지산1동,1,0,1
2911063000,2024-07-31,광주광역시,동구,지산2동,0,0,0
2911065500,2024-07-31,광주광역시,동구,서남동,0,0,0
2911068500,2024-07-31,광주광역시,동구,학동,0,0,0
2911071000,2024-07-31,광주광역시,동구,학운동,2,1,1
2911073000,2024-07-31,광주광역시,동구,지원1동,4,1,3
2911074000,2024-07-31,광주광역시,동구,지원2동,12,7,5
2914057500,2024-07-31,광주광역시,서구,양동,1,1,0
2914059000,2024-07-31,광주광역시,서구,양3동,1,0,1
2914065000,2024-07-31,광주광역시,서구,농성1동,3,1,2
2914066000,2024-07-31,광주광역시,서구,농성2동,1,1,0
2914073000,2024-07-31,광주광역시,서구,광천동,2,2,0
2914074000,2024-07-31,광주광역시,서구,유덕동,6,4,2
2914074500,2024-07-31,광주광역시,서구,치평동,12,4,8
2914075100,2024-07-31,광주광역시,서구,상무1동,5,2,3
2914075200,2024-07-31,광주광역시,서구,상무2동,3,2,1
2914076000,2024-07-31,광주광역시,서구,화정1동,9,6,3
2914077000,2024-07-31,광주광역시,서구,화정2동,6,4,2
2914078000,2024-07-31,광주광역시,서구,화정3동,3,3,0
2914079000,2024-07-31,광주광역시,서구,화정4동,10,2,8
2914080000,2024-07-31,광주광역시,서구,서창동,4,2,2
2914082100,2024-07-31,광주광역시,서구,금호1동,7,7,0
2914082400,2024-07-31,광주광역시,서구,금호2동,11,5,6
2914083000,2024-07-31,광주광역시,서구,풍암동,15,8,7
2914084000,2024-07-31,광주광역시,서구,동천동,4,3,1
2915551000,2024-07-31,광주광역시,남구,양림동,2,0,2
2915552000,2024-07-31,광주광역시,남구,방림1동,0,0,0
2915553000,2024-07-31,광주광역시,남구,방림2동,2,2,0
2915553700,2024-07-31,광주광역시,남구,봉선1동,2,1,1
2915553800,2024-07-31,광주광역시,남구,봉선2동,3,0,3
2915554500,2024-07-31,광주광역시,남구,사직동,2,1,1
2915560500,2024-07-31,광주광역시,남구,월산동,4,2,2
2915563000,2024-07-31,광주광역시,남구,월산4동,2,1,1
2915564000,2024-07-31,광주광역시,남구,월산5동,0,0,0
2915567000,2024-07-31,광주광역시,남구,백운1동,1,1,0
2915568000,2024-07-31,광주광역시,남구,백운2동,8,5,3
2915569000,2024-07-31,광주광역시,남구,주월1동,11,8,3
2915570000,2024-07-31,광주광역시,남구,주월2동,0,0,0
2915570500,2024-07-31,광주광역시,남구,진월동,3,1,2
2915571000,2024-07-31,광주광역시,남구,효덕동,5,1,4
2915572000,2024-07-31,광주광역시,남구,송암동,15,11,4
2915573000,2024-07-31,광주광역시,남구,대촌동,8,6,2
2917051000,2024-07-31,광주광역시,북구,중흥1동,1,0,1
2917053500,2024-07-31,광주광역시,북구,중흥동,7,2,5
2917055500,2024-07-31,광주광역시,북구,중앙동,1,1,0
2917057000,2024-07-31,광주광역시,북구,임동,11,7,4
2917058000,2024-07-31,광주광역시,북구,신안동,6,3,3
2917059000,2024-07-31,광주광역시,북구,용봉동,12,7,5
2917060100,2024-07-31,광주광역시,북구,운암1동,4,2,2
2917060200,2024-07-31,광주광역시,북구,운암2동,2,2,0
2917060300,2024-07-31,광주광역시,북구,운암3동,5,5,0
2917061500,2024-07-31,광주광역시,북구,동림동,13,9,4
2917062000,2024-07-31,광주광역시,북구,우산동,11,3,8
2917063500,2024-07-31,광주광역시,북구,풍향동,4,3,1
2917065000,2024-07-31,광주광역시,북구,문화동,18,9,9
2917065600,2024-07-31,광주광역시,북구,문흥1동,1,1,0
2917065700,2024-07-31,광주광역시,북구,문흥2동,8,1,7
2917066100,2024-07-31,광주광역시,북구,두암1동,2,1,1
2917066200,2024-07-31,광주광역시,북구,두암2동,0,0,0
2917066300,2024-07-31,광주광역시,북구,두암3동,1,1,0
2917066600,2024-07-31,광주광역시,북구,삼각동,5,4,1
2917066900,2024-07-31,광주광역시,북구,일곡동,5,1,4
2917067300,2024-07-31,광주광역시,북구,매곡동,3,2,1
2917067600,2024-07-31,광주광역시,북구,오치1동,4,3,1
2917067700,2024-07-31,광주광역시,북구,오치2동,4,0,4
2917068500,2024-07-31,광주광역시,북구,석곡동,1,0,1
2917069500,2024-07-31,광주광역시,북구,건국동,13,6,7
2917069600,2024-07-31,광주광역시,북구,양산동,21,6,15
2917069700,2024-07-31,광주광역시,북구,신용동,29,14,15
2920051500,2024-07-31,광주광역시,광산구,송정1동,4,3,1
2920052500,2024-07-31,광주광역시,광산구,송정2동,1,1,0
2920054000,2024-07-31,광주광역시,광산구,도산동,9,5,4
2920055000,2024-07-31,광주광역시,광산구,신흥동,2,0,2
2920056500,2024-07-31,광주광역시,광산구,어룡동,13,7,6
2920058000,2024-07-31,광주광역시,광산구,우산동,22,12,10
2920060000,2024-07-31,광주광역시,광산구,월곡1동,4,2,2
2920061000,2024-07-31,광주광역시,광산구,월곡2동,6,4,2
2920062000,2024-07-31,광주광역시,광산구,비아동,2,1,1
2920062400,2024-07-31,광주광역시,광산구,첨단1동,17,11,6
2920062600,2024-07-31,광주광역시,광산구,첨단2동,18,10,8
2920063000,2024-07-31,광주광역시,광산구,신가동,10,4,6
2920063500,2024-07-31,광주광역시,광산구,운남동,8,5,3
2920063700,2024-07-31,광주광역시,광산구,수완동,18,12,6
2920064000,2024-07-31,광주광역시,광산구,하남동,15,6,9
2920065000,2024-07-31,광주광역시,광산구,임곡동,0,0,0
2920066000,2024-07-31,광주광역시,광산구,동곡동,0,0,0
2920067000,2024-07-31,광주광역시,광산구,평동,10,6,4
2920068000,2024-07-31,광주광역시,광산구,삼도동,0,0,0
2920069000,2024-07-31,광주광역시,광산구,본량동,0,0,0
2920070000,2024-07-31,광주광역시,광산구,신창동,12,2,10
3011051500,2024-07-31,대전광역시,동구,중앙동,0,0,0
3011053000,2024-07-31,대전광역시,동구,효동,6,5,1
3011054500,2024-07-31,대전광역시,동구,신인동,9,6,3
3011055100,2024-07-31,대전광역시,동구,판암1동,5,2,3
3011055200,2024-07-31,대전광역시,동구,판암2동,3,0,3
3011056000,2024-07-31,대전광역시,동구,용운동,12,7,5
3011058500,2024-07-31,대전광역시,동구,대동,5,4,1
3011059000,2024-07-31,대전광역시,동구,자양동,4,2,2
3011062000,2024-07-31,대전광역시,동구,가양1동,1,0,1
3011063000,2024-07-31,대전광역시,동구,가양2동,9,6,3
3011064000,2024-07-31,대전광역시,동구,용전동,7,5,2
3011066500,2024-07-31,대전광역시,동구,성남동,4,1,3
3011067000,2024-07-31,대전광역시,동구,홍도동,4,2,2
3011069500,2024-07-31,대전광역시,동구,삼성동,8,4,4
3011072500,2024-07-31,대전광역시,동구,대청동,0,0,0
3011074000,2024-07-31,대전광역시,동구,산내동,6,2,4
3014053500,2024-07-31,대전광역시,중구,은행선화동,5,2,3
3014055000,2024-07-31,대전광역시,중구,목동,11,7,4
3014056000,2024-07-31,대전광역시,중구,중촌동,8,4,4
3014057500,2024-07-31,대전광역시,중구,대흥동,6,4,2
3014060500,2024-07-31,대전광역시,중구,문창동,0,0,0
3014062000,2024-07-31,대전광역시,중구,석교동,2,1,1
3014063000,2024-07-31,대전광역시,중구,대사동,0,0,0
3014064000,2024-07-31,대전광역시,중구,부사동,2,1,1
3014065500,2024-07-31,대전광역시,중구,용두동,2,1,1
3014067000,2024-07-31,대전광역시,중구,오류동,3,1,2
3014068000,2024-07-31,대전광역시,중구,태평1동,2,0,2
3014069000,2024-07-31,대전광역시,중구,태평2동,3,2,1
3014070000,2024-07-31,대전광역시,중구,유천1동,3,1,2
3014071000,2024-07-31,대전광역시,중구,유천2동,1,0,1
3014072000,2024-07-31,대전광역시,중구,문화1동,2,1,1
3014073000,2024-07-31,대전광역시,중구,문화2동,3,2,1
3014074000,2024-07-31,대전광역시,중구,산성동,1,0,1
3017051000,2024-07-31,대전광역시,서구,복수동,3,1,2
3017052000,2024-07-31,대전광역시,서구,도마1동,9,6,3
3017053000,2024-07-31,대전광역시,서구,도마2동,2,2,0
3017053500,2024-07-31,대전광역시,서구,정림동,3,3,0
3017054000,2024-07-31,대전광역시,서구,변동,6,4,2
3017055000,2024-07-31,대전광역시,서구,용문동,6,5,1
3017055500,2024-07-31,대전광역시,서구,탄방동,2,2,0
3017056000,2024-07-31,대전광역시,서구,괴정동,7,2,5
3017057000,2024-07-31,대전광역시,서구,가장동,6,6,0
3017057500,2024-07-31,대전광역시,서구,내동,6,3,3
3017058100,2024-07-31,대전광역시,서구,갈마1동,6,2,4
3017058200,2024-07-31,대전광역시,서구,갈마2동,11,5,6
3017058600,2024-07-31,대전광역시,서구,월평1동,6,3,3
3017058700,2024-07-31,대전광역시,서구,월평2동,8,3,5
3017058800,2024-07-31,대전광역시,서구,월평3동,9,6,3
3017059000,2024-07-31,대전광역시,서구,가수원동,3,0,3
3017059300,2024-07-31,대전광역시,서구,도안동,26,9,17
3017059600,2024-07-31,대전광역시,서구,관저1동,5,3,2
3017059700,2024-07-31,대전광역시,서구,관저2동,28,14,14
3017060000,2024-07-31,대전광역시,서구,기성동,0,0,0
3017063000,2024-07-31,대전광역시,서구,둔산1동,1,1,0
3017064000,2024-07-31,대전광역시,서구,둔산2동,22,12,10
3017065000,2024-07-31,대전광역시,서구,만년동,14,8,6
3017066000,2024-07-31,대전광역시,서구,둔산3동,0,0,0
3020052000,2024-07-31,대전광역시,유성구,진잠동,11,6,5
3020052600,2024-07-31,대전광역시,유성구,학하동,16,8,8
3020052700,2024-07-31,대전광역시,유성구,상대동,8,5,3
3020053000,2024-07-31,대전광역시,유성구,온천1동,13,6,7
3020054000,2024-07-31,대전광역시,유성구,온천2동,18,10,8
3020054600,2024-07-31,대전광역시,유성구,노은1동,16,9,7
3020054700,2024-07-31,대전광역시,유성구,노은2동,9,3,6
3020054800,2024-07-31,대전광역시,유성구,노은3동,15,7,8
3020055000,2024-07-31,대전광역시,유성구,신성동,9,3,6
3020057000,2024-07-31,대전광역시,유성구,전민동,14,8,6
3020058000,2024-07-31,대전광역시,유성구,구즉동,28,12,16
3020060000,2024-07-31,대전광역시,유성구,관평동,32,15,17
3020061000,2024-07-31,대전광역시,유성구,원신흥동,25,13,12
3023051000,2024-07-31,대전광역시,대덕구,오정동,2,1,1
3023052000,2024-07-31,대전광역시,대덕구,대화동,2,1,1
3023052500,2024-07-31,대전광역시,대덕구,회덕동,8,4,4
3023053300,2024-07-31,대전광역시,대덕구,비래동,4,1,3
3023054300,2024-07-31,대전광역시,대덕구,송촌동,11,8,3
3023054600,2024-07-31,대전광역시,대덕구,중리동,6,1,5
3023055000,2024-07-31,대전광역시,대덕구,신탄진동,11,8,3
3023056000,2024-07-31,대전광역시,대덕구,석봉동,12,3,9
3023057000,2024-07-31,대전광역시,대덕구,덕암동,6,2,4
3023058000,2024-07-31,대전광역시,대덕구,목상동,1,1,0
3023060000,2024-07-31,대전광역시,대덕구,법1동,3,2,1
3023061000,2024-07-31,대전광역시,대덕구,법2동,4,2,2
3111051000,2024-07-31,울산광역시,중구,학성동,4,0,4
3111052000,2024-07-31,울산광역시,중구,반구1동,8,2,6
3111053000,2024-07-31,울산광역시,중구,반구2동,2,1,1
3111055500,2024-07-31,울산광역시,중구,복산동,17,11,6
3111058500,2024-07-31,울산광역시,중구,중앙동,5,1,4
3111059000,2024-07-31,울산광역시,중구,우정동,7,4,3
3111060000,2024-07-31,울산광역시,중구,태화동,19,12,7
3111061000,2024-07-31,울산광역시,중구,다운동,6,3,3
3111062000,2024-07-31,울산광역시,중구,병영1동,2,1,1
3111063000,2024-07-31,울산광역시,중구,병영2동,10,7,3
3111064000,2024-07-31,울산광역시,중구,약사동,5,2,3
3111065000,2024-07-31,울산광역시,중구,성안동,6,1,5
3114051000,2024-07-31,울산광역시,남구,신정1동,5,4,1
3114052000,2024-07-31,울산광역시,남구,신정2동,4,4,0
3114053000,2024-07-31,울산광역시,남구,신정3동,6,2,4
3114054000,2024-07-31,울산광역시,남구,신정4동,3,3,0
3114055000,2024-07-31,울산광역시,남구,신정5동,1,1,0
3114056000,2024-07-31,울산광역시,남구,달동,4,1,3
3114057000,2024-07-31,울산광역시,남구,삼산동,22,7,15
3114058500,2024-07-31,울산광역시,남구,삼호동,7,2,5
3114059500,2024-07-31,울산광역시,남구,무거동,8,6,2
3114060000,2024-07-31,울산광역시,남구,옥동,8,5,3
3114062500,2024-07-31,울산광역시,남구,대현동,17,7,10
3114063500,2024-07-31,울산광역시,남구,수암동,7,3,4
3114064000,2024-07-31,울산광역시,남구,선암동,1,1,0
3114067000,2024-07-31,울산광역시,남구,야음장생포동,4,2,2
3117051000,2024-07-31,울산광역시,동구,방어동,10,4,6
3117052000,2024-07-31,울산광역시,동구,일산동,0,0,0
3117053000,2024-07-31,울산광역시,동구,화정동,10,2,8
3117054000,2024-07-31,울산광역시,동구,대송동,1,1,0
3117055000,2024-07-31,울산광역시,동구,전하1동,5,4,1
3117056000,2024-07-31,울산광역시,동구,전하2동,12,5,7
3117058000,2024-07-31,울산광역시,동구,남목1동,3,2,1
3117059000,2024-07-31,울산광역시,동구,남목2동,19,9,10
3117060000,2024-07-31,울산광역시,동구,남목3동,0,0,0
3120051000,2024-07-31,울산광역시,북구,농소1동,15,5,10
3120052000,2024-07-31,울산광역시,북구,농소2동,24,15,9
3120053000,2024-07-31,울산광역시,북구,농소3동,9,4,5
3120054000,2024-07-31,울산광역시,북구,강동동,9,4,5
3120056000,2024-07-31,울산광역시,북구,효문동,22,7,15
3120057000,2024-07-31,울산광역시,북구,송정동,25,13,12
3120058000,2024-07-31,울산광역시,북구,양정동,7,4,3
3120059000,2024-07-31,울산광역시,북구,염포동,2,1,1
3171025000,2024-07-31,울산광역시,울주군,온산읍,5,2,3
3171025300,2024-07-31,울산광역시,울주군,언양읍,17,7,10
3171025600,2024-07-31,울산광역시,울주군,온양읍,6,3,3
3171025900,2024-07-31,울산광역시,울주군,범서읍,22,10,12
3171026200,2024-07-31,울산광역시,울주군,청량읍,24,9,15
3171026500,2024-07-31,울산광역시,울주군,삼남읍,15,7,8
3171031000,2024-07-31,울산광역시,울주군,서생면,3,2,1
3171034000,2024-07-31,울산광역시,울주군,웅촌면,2,1,1
3171036000,2024-07-31,울산광역시,울주군,두동면,0,0,0
3171037000,2024-07-31,울산광역시,울주군,두서면,1,0,1
3171038000,2024-07-31,울산광역시,울주군,상북면,3,2,1
3171040000,2024-07-31,울산광역시,울주군,삼동면,0,0,0
3611025000,2024-07-31,세종특별자치시, ,조치원읍,9,2,7
3611031000,2024-07-31,세종특별자치시, ,연기면,0,0,0
3611032000,2024-07-31,세종특별자치시, ,연동면,2,2,0
3611033000,2024-07-31,세종특별자치시, ,부강면,0,0,0
3611034000,2024-07-31,세종특별자치시, ,금남면,0,0,0
3611035000,2024-07-31,세종특별자치시, ,장군면,1,0,1
3611036000,2024-07-31,세종특별자치시, ,연서면,1,1,0
3611037000,2024-07-31,세종특별자치시, ,전의면,1,0,1
3611038000,2024-07-31,세종특별자치시, ,전동면,0,0,0
3611039000,2024-07-31,세종특별자치시, ,소정면,0,0,0
3611051000,2024-07-31,세종특별자치시, ,한솔동,9,3,6
3611051500,2024-07-31,세종특별자치시,,새롬동,22,6,16
3611051800,2024-07-31,세종특별자치시, ,나성동,2,1,1
3611052000,2024-07-31,세종특별자치시, ,도담동,16,11,5
3611052300,2024-07-31,세종특별자치시, ,어진동,4,1,3
3611052500,2024-07-31,세종특별자치시, ,해밀동,24,14,10
3611053000,2024-07-31,세종특별자치시, ,아름동,14,9,5
3611054000,2024-07-31,세종특별자치시, ,종촌동,24,13,11
3611055000,2024-07-31,세종특별자치시, ,고운동,24,14,10
3611055500,2024-07-31,세종특별자치시,,소담동,22,13,9
3611055600,2024-07-31,세종특별자치시,,반곡동,42,21,21
3611056000,2024-07-31,세종특별자치시, ,보람동,13,6,7
3611057000,2024-07-31,세종특별자치시,,대평동,11,6,5
3611058000,2024-07-31,세종특별자치시,,다정동,27,13,14
4111156000,2024-07-31,경기도,수원시 장안구,파장동,15,10,5
4111156600,2024-07-31,경기도,수원시 장안구,율천동,15,10,5
4111157100,2024-07-31,경기도,수원시 장안구,정자1동,20,9,11
4111157200,2024-07-31,경기도,수원시 장안구,정자2동,19,13,6
4111157300,2024-07-31,경기도,수원시 장안구,정자3동,14,9,5
4111158000,2024-07-31,경기도,수원시 장안구,영화동,3,2,1
4111159100,2024-07-31,경기도,수원시 장안구,송죽동,6,3,3
4111159700,2024-07-31,경기도,수원시 장안구,조원1동,6,1,5
4111159800,2024-07-31,경기도,수원시 장안구,조원2동,4,2,2
4111160000,2024-07-31,경기도,수원시 장안구,연무동,7,2,5
4111352000,2024-07-31,경기도,수원시 권선구,세류1동,10,6,4
4111353000,2024-07-31,경기도,수원시 권선구,세류2동,8,4,4
4111354000,2024-07-31,경기도,수원시 권선구,세류3동,3,1,2
4111355000,2024-07-31,경기도,수원시 권선구,평동,18,8,10
4111356000,2024-07-31,경기도,수원시 권선구,서둔동,11,2,9
4111365000,2024-07-31,경기도,수원시 권선구,구운동,10,4,6
4111366200,2024-07-31,경기도,수원시 권선구,금곡동,22,12,10
4111366400,2024-07-31,경기도,수원시 권선구,호매실동,27,14,13
4111367000,2024-07-31,경기도,수원시 권선구,권선1동,8,3,5
4111368000,2024-07-31,경기도,수원시 권선구,권선2동,27,15,12
4111369000,2024-07-31,경기도,수원시 권선구,곡선동,36,19,17
4111370000,2024-07-31,경기도,수원시 권선구,입북동,25,9,16
4111565000,2024-07-31,경기도,수원시 팔달구,매교동,23,10,13
4111566000,2024-07-31,경기도,수원시 팔달구,매산동,1,0,1
4111567000,2024-07-31,경기도,수원시 팔달구,고등동,10,5,5
4111568000,2024-07-31,경기도,수원시 팔달구,화서1동,9,6,3
4111569000,2024-07-31,경기도,수원시 팔달구,화서2동,22,14,8
4111570000,2024-07-31,경기도,수원시 팔달구,지동,1,1,0
4111571000,2024-07-31,경기도,수원시 팔달구,우만1동,4,2,2
4111572000,2024-07-31,경기도,수원시 팔달구,우만2동,1,1,0
4111573000,2024-07-31,경기도,수원시 팔달구,인계동,17,8,9
4111574000,2024-07-31,경기도,수원시 팔달구,행궁동,2,0,2
4111751000,2024-07-31,경기도,수원시 영통구,매탄1동,6,1,5
4111752000,2024-07-31,경기도,수원시 영통구,매탄2동,5,3,2
4111753000,2024-07-31,경기도,수원시 영통구,매탄3동,11,7,4
4111754000,2024-07-31,경기도,수원시 영통구,매탄4동,10,6,4
4111755000,2024-07-31,경기도,수원시 영통구,원천동,15,5,10
4111757000,2024-07-31,경기도,수원시 영통구,영통1동,15,7,8
4111758000,2024-07-31,경기도,수원시 영통구,영통2동,15,7,8
4111758500,2024-07-31,경기도,수원시 영통구,영통3동,7,3,4
4111759300,2024-07-31,경기도,수원시 영통구,망포1동,26,18,8
4111759600,2024-07-31,경기도,수원시 영통구,망포2동,28,17,11
4111760000,2024-07-31,경기도,수원시 영통구,광교1동,27,15,12
4111761000,2024-07-31,경기도,수원시 영통구,광교2동,34,19,15
4113151000,2024-07-31,경기도,성남시 수정구,신흥1동,4,2,2
4113152000,2024-07-31,경기도,성남시 수정구,신흥2동,28,17,11
4113153000,2024-07-31,경기도,성남시 수정구,신흥3동,2,1,1
4113154000,2024-07-31,경기도,성남시 수정구,태평1동,3,1,2
4113155000,2024-07-31,경기도,성남시 수정구,태평2동,6,3,3
4113156000,2024-07-31,경기도,성남시 수정구,태평3동,2,1,1
4113156100,2024-07-31,경기도,성남시 수정구,태평4동,1,0,1
4113157000,2024-07-31,경기도,성남시 수정구,수진1동,1,0,1
4113158000,2024-07-31,경기도,성남시 수정구,수진2동,2,2,0
4113159000,2024-07-31,경기도,성남시 수정구,단대동,3,2,1
4113160000,2024-07-31,경기도,성남시 수정구,산성동,2,1,1
4113161000,2024-07-31,경기도,성남시 수정구,양지동,3,0,3
4113162000,2024-07-31,경기도,성남시 수정구,복정동,4,1,3
4113162500,2024-07-31,경기도,성남시 수정구,위례동,28,16,12
4113163000,2024-07-31,경기도,성남시 수정구,신촌동,5,2,3
4113164000,2024-07-31,경기도,성남시 수정구,고등동,5,2,3
4113165000,2024-07-31,경기도,성남시 수정구,시흥동,2,2,0
4113351000,2024-07-31,경기도,성남시 중원구,성남동,10,2,8
4113352500,2024-07-31,경기도,성남시 중원구,중앙동,4,1,3
4113353000,2024-07-31,경기도,성남시 중원구,금광1동,20,12,8
4113354000,2024-07-31,경기도,성남시 중원구,금광2동,6,5,1
4113355000,2024-07-31,경기도,성남시 중원구,은행1동,6,2,4
4113356000,2024-07-31,경기도,성남시 중원구,은행2동,6,2,4
4113357000,2024-07-31,경기도,성남시 중원구,상대원1동,6,1,5
4113358000,2024-07-31,경기도,성남시 중원구,상대원2동,0,0,0
4113359000,2024-07-31,경기도,성남시 중원구,상대원3동,1,1,0
4113366000,2024-07-31,경기도,성남시 중원구,하대원동,14,8,6
4113367000,2024-07-31,경기도,성남시 중원구,도촌동,18,11,7
4113551000,2024-07-31,경기도,성남시 분당구,분당동,6,1,5
4113552000,2024-07-31,경기도,성남시 분당구,수내1동,3,1,2
4113553000,2024-07-31,경기도,성남시 분당구,수내2동,2,1,1
4113554000,2024-07-31,경기도,성남시 분당구,수내3동,3,0,3
4113554500,2024-07-31,경기도,성남시 분당구,정자동,10,5,5
4113555000,2024-07-31,경기도,성남시 분당구,정자1동,6,2,4
4113556000,2024-07-31,경기도,성남시 분당구,정자2동,8,4,4
4113557000,2024-07-31,경기도,성남시 분당구,정자3동,8,3,5
4113558000,2024-07-31,경기도,성남시 분당구,서현1동,12,8,4
4113559000,2024-07-31,경기도,성남시 분당구,서현2동,7,6,1
4113560000,2024-07-31,경기도,성남시 분당구,이매1동,13,5,8
4113561000,2024-07-31,경기도,성남시 분당구,이매2동,5,5,0
4113562000,2024-07-31,경기도,성남시 분당구,야탑1동,8,4,4
4113563000,2024-07-31,경기도,성남시 분당구,야탑2동,9,8,1
4113564000,2024-07-31,경기도,성남시 분당구,야탑3동,25,12,13
4113565000,2024-07-31,경기도,성남시 분당구,판교동,9,5,4
4113565500,2024-07-31,경기도,성남시 분당구,삼평동,10,7,3
4113565700,2024-07-31,경기도,성남시 분당구,백현동,11,7,4
4113566200,2024-07-31,경기도,성남시 분당구,금곡동,9,3,6
4113566500,2024-07-31,경기도,성남시 분당구,구미1동,7,4,3
4113567000,2024-07-31,경기도,성남시 분당구,구미동,10,1,9
4113568000,2024-07-31,경기도,성남시 분당구,운중동,22,7,15
4115051000,2024-07-31,경기도,의정부시,의정부1동,13,7,6
4115052000,2024-07-31,경기도,의정부시,의정부2동,7,5,2
4115054500,2024-07-31,경기도,의정부시,호원1동,5,4,1
4115055500,2024-07-31,경기도,의정부시,호원2동,15,8,7
4115056100,2024-07-31,경기도,의정부시,장암동,2,0,2
4115056700,2024-07-31,경기도,의정부시,신곡1동,5,2,3
4115056800,2024-07-31,경기도,의정부시,신곡2동,16,4,12
4115057300,2024-07-31,경기도,의정부시,송산1동,20,8,12
4115057600,2024-07-31,경기도,의정부시,송산2동,7,5,2
4115057800,2024-07-31,경기도,의정부시,송산3동,29,16,13
4115058000,2024-07-31,경기도,의정부시,자금동,12,5,7
4115059500,2024-07-31,경기도,의정부시,가능동,5,5,0
4115061500,2024-07-31,경기도,의정부시,흥선동,8,3,5
4115062000,2024-07-31,경기도,의정부시,녹양동,6,3,3
4115063000,2024-07-31,경기도,의정부시,고산동,22,7,15
4117151000,2024-07-31,경기도,안양시 만안구,안양1동,3,2,1
4117152000,2024-07-31,경기도,안양시 만안구,안양2동,9,5,4
4117153000,2024-07-31,경기도,안양시 만안구,안양3동,2,2,0
4117154000,2024-07-31,경기도,안양시 만안구,안양4동,1,1,0
4117155000,2024-07-31,경기도,안양시 만안구,안양5동,5,2,3
4117156000,2024-07-31,경기도,안양시 만안구,안양6동,20,11,9
4117157000,2024-07-31,경기도,안양시 만안구,안양7동,12,7,5
4117158000,2024-07-31,경기도,안양시 만안구,안양8동,2,2,0
4117158100,2024-07-31,경기도,안양시 만안구,안양9동,3,3,0
4117159000,2024-07-31,경기도,안양시 만안구,석수1동,11,6,5
4117160000,2024-07-31,경기도,안양시 만안구,석수2동,14,6,8
4117161100,2024-07-31,경기도,안양시 만안구,충훈동,6,3,3
4117162100,2024-07-31,경기도,안양시 만안구,박달1동,3,2,1
4117163000,2024-07-31,경기도,안양시 만안구,박달2동,8,4,4
4117351000,2024-07-31,경기도,안양시 동안구,비산1동,28,11,17
4117352000,2024-07-31,경기도,안양시 동안구,비산2동,12,5,7
4117353000,2024-07-31,경기도,안양시 동안구,비산3동,3,1,2
4117354000,2024-07-31,경기도,안양시 동안구,부흥동,12,7,5
4117354600,2024-07-31,경기도,안양시 동안구,달안동,6,3,3
4117355200,2024-07-31,경기도,안양시 동안구,관양동,8,4,4
4117355900,2024-07-31,경기도,안양시 동안구,인덕원동,15,7,8
4117356600,2024-07-31,경기도,안양시 동안구,부림동,33,13,20
4117357000,2024-07-31,경기도,안양시 동안구,평촌동,6,2,4
4117357600,2024-07-31,경기도,안양시 동안구,평안동,14,7,7
4117357800,2024-07-31,경기도,안양시 동안구,귀인동,2,0,2
4117358000,2024-07-31,경기도,안양시 동안구,호계1동,25,13,12
4117359000,2024-07-31,경기도,안양시 동안구,호계2동,16,11,5
4117360000,2024-07-31,경기도,안양시 동안구,호계3동,8,4,4
4117361000,2024-07-31,경기도,안양시 동안구,범계동,10,3,7
4117362000,2024-07-31,경기도,안양시 동안구,신촌동,4,3,1
4117363000,2024-07-31,경기도,안양시 동안구,갈산동,1,0,1
4119251000,2024-07-31,경기도,부천시 원미구,심곡1동,4,1,3
4119252000,2024-07-31,경기도,부천시 원미구,심곡2동,4,2,2
4119253000,2024-07-31,경기도,부천시 원미구,심곡3동,2,1,1
4119254000,2024-07-31,경기도,부천시 원미구,원미1동,5,1,4
4119255000,2024-07-31,경기도,부천시 원미구,원미2동,0,0,0
4119256000,2024-07-31,경기도,부천시 원미구,소사동,4,3,1
4119257000,2024-07-31,경기도,부천시 원미구,역곡1동,3,0,3
